epoch,train_loss,train_acc,val_loss,val_acc
1,1.6099911884228755,0.2119815668202765,1.643738797732762,0.21428571428571427
2,1.5584459442147462,0.2857142857142857,1.6338036400931222,0.23214285714285715
3,1.541072074718739,0.2903225806451613,1.6055515834263392,0.19642857142857142
4,1.4715780788852322,0.3870967741935484,1.6101446322032384,0.21428571428571427
5,1.4074339965521465,0.4055299539170507,1.6188405070986067,0.23214285714285715
6,1.34519237472165,0.4930875576036866,1.6229852097375053,0.21428571428571427
7,1.3387502486804663,0.4792626728110599,1.6222279582704817,0.21428571428571427
8,1.2832464161007087,0.5207373271889401,1.622976575578962,0.21428571428571427
9,1.2976038598794541,0.5161290322580645,1.624462263924735,0.25
10,1.2868057665187642,0.5253456221198156,1.6222564833504813,0.25
